Co_ID,Exchange,Name,"Root
NOR0075,TSX,Northern Dynasty Minerals Ltd.,NDM," 326,627,856 "," 379,799,832 ", Mining ,,TSXV Grad,20071030,BC,Canada,NYSE MKT,,,1,,,,,,,C,,," 57,213,234 "," 52,815,122 "," 40,239 ", 8 ,,,,,Uruguay,,,AK,,1,1,1,,,1,,,,,,,,,,,1,,
CAN0103,TSX,NorZinc Ltd.,NZC," 38,969,536 "," 371,138,441 ", Mining ,,,19931207,BC,Canada,,,OTCQB,,,,,,,,C,,," 14,401,890 "," 1,360,796 "," 1,866 ", 8 ,,,"NL,NWT",,,,,,,1,1,1,,,,,,1,1,,,,,,,,,
NOV0006,TSX,Novagold Resources Inc.,NG," 3,240,518,327 "," 326,336,186 ", Mining ,,,19870626,BC,Canada,NYSE MKT,,,,,1,,,,,C,,," 43,168,393 "," 286,275,804 "," 206,344 ", 8 ,,,,,,,,AK,,1,1,,,,,,,,,,,,,,,1,,
NUT0003,TSX,Nutrien Ltd.,NTR," 38,410,705,530 "," 572,866,600 ", Mining ,Agriculture,Other,20180102,SK,Canada,NYSE,,,,,60,,,,,C,,," 217,882,275 "," 15,032,513,425 "," 1,171,674 ", 8 ,,,"AB,NB,SK",,Trinidad & Tobago,,,"AL,FL,GA,IL,MO,NC,NE,OH,TX,WA",,,,,,,,,,,,,1,,,,,,,"Nitrogen,Phosphate"
OCE0003,TSX,OceanaGold Corporation,OGC," 1,985,059,327 "," 622,275,651 ", Mining ,,Other,20070627,Australia,Australia/NZ/PNG,ASX,,,,,1,,,,,C,,," 291,129,166 "," 1,134,260,812 "," 588,421 ", 8 ,,"Australia,New Zealand",,Philippines,,,,SC,,1,,1,,,,,,,,,,,,,,,,
ORL0003,TSX,Orla Mining Ltd.,OLA," 296,999,216 "," 185,624,510 ", Mining ,,TSXV Grad,20181101,BC,Canada,,,,1,1,,,,,,C,,," 27,789,646 "," 36,058,264 "," 11,599 ", 8 ,,,,,Mexico,,,,,1,,1,,,,,,,,,,,,,,,,
ORO0007,TSX,Orocobre Limited,ORL," 596,344,787 "," 261,554,731 ", Mining ,,Other,20100615,Australia,Australia/NZ/PNG,ASX,,,,,,,,,,F,,," 4,267,796 "," 12,794,787 "," 14,061 ", 8 ,,,,,Argentina,,,,,,,,,,,,,,,,,1,,,,,1,
ORO0008,TSX,Orosur Mining Inc.,OMI," 10,519,437 "," 150,277,672 ", Mining ,,TSXV Grad,20120514,Chile,Latin America,AIM,,,1,,,,,,,C,,," 9,420,748 "," 685,268 ", 854 , 8 ,,,,,"Chile, Colombia,Uruguay",,,,,1,,,,,,,,,,,,,,,,,,
ORV0001,TSX,Orvana Minerals Corp.,ORV," 45,085,646 "," 136,623,171 ", Mining ,,,19530407,ON,Canada,,,,,,,,,,,C,,," 12,897,668 "," 3,467,955 "," 3,058 ", 8 ,,,,,Bolivia,,Spain,,,1,,1,,,,,,,,,,,,,,,,
OSI0003,TSX,Osisko Gold Royalties Ltd.,OR," 2,745,797,081 "," 145,971,526 ", Mining ,,Other,20140616,Quebec,Canada,NYSE,,,,,1,,,,,C,,," 79,114,600 "," 1,149,906,513 "," 454,984 ", 8 ,,,"ON, Quebec",,Mexico,,,,,1,1,1,,,,,,,1,,,,,,,1,,Royalty Streaming
BRA0022,TSX,Osisko Mining Inc.,OSK," 956,183,687 "," 273,195,339 ", Mining ,,IPO,20121220,ON,Canada,,,,,,,,,,,C,,," 80,393,408 "," 263,977,638 "," 179,857 ", 8 ,,,"ON, Quebec",,,,,,,1,,,,,,,,,,,,,,,,1,1,
PAN0002,TSX,Pan American Silver Corp.,PAAS," 5,140,684,476 "," 209,481,845 ", Mining ,,TSXV Grad,19841009,BC,Canada,NasdaqGM,,,1,,1,,,,,C,,," 71,807,820 "," 1,331,115,736 "," 487,203 ", 8 ,,,,,"Argentina,Bolivia,Mexico,Peru",,,,,1,1,1,,,,,,1,1,,,,,,,,,
PER0013,TSX,Perseus Mining Limited,PRU," 782,546,922 "," 1,167,980,480 ", Mining ,,Other,20100203,Australia,Australia/NZ/PNG,ASX,,,,,,,,,,F,,," 16,458,431 "," 8,477,690 "," 3,577 ", 8 ,"Côte d'Ivoire,Ghana",,,,,,,,,1,,,,,,,,,,,,,,,,,,
PLA0024,TSX,Platinum Group Metals Ltd.,PTM," 152,297,046 "," 58,575,787 ", Mining ,,TSXV Grad,20050608,South Africa,Africa,NYSE MKT,,,1,,,,,,,C,,," 25,117,018 "," 8,441,877 "," 17,085 ", 8 ,South Africa,,"NWT,ON",,,,,,,,,,,,,1,,,,,,,,,,1,,
POL0012,TSX,Polymet Mining Corp.,POM," 452,308,125 "," 1,005,129,166 ", Mining ,,TSXV Grad,20070201,USA,USA,NYSE MKT,,,1,,,St. Paul,MN,,,C,,," 6,865,471 "," 2,370,059 "," 4,876 ", 8 ,,,,,,,,MN,,1,,1,1,,,1,,,,,,,,,,1,,Cobalt
PRE0013,TSX,Premier Gold Mines Limited,PG," 479,827,099 "," 210,450,482 ", Mining ,,Other,20060822,ON,Canada,,,,,,,,,,,C,,," 88,965,667 "," 170,272,807 "," 140,622 ", 8 ,,,ON,,Mexico,,,NV,,1,,,,,,,,,,,,,,,,,,
PRE0016,TSX,Pretium Resources Inc.,PVG," 3,224,880,171 "," 184,595,316 ", Mining ,,IPO,20101221,BC,Canada,NYSE,,,,,1,,,,,C,,," 105,881,935 "," 1,293,888,853 "," 521,928 ", 8 ,,,BC,,,,,,,1,,,,,,,,,,,,,,,,,,
PRO0047,TSX,Prophecy Development Corp.,PCY," 23,954,032 "," 95,816,127 ", Mining ,,TSXV Grad,20111019,BC,Canada,,,,1,,,,,,,C,,," 36,506,111 "," 8,283,371 "," 9,152 ", 8 ,,,,Mongolia,Bolivia,,,NV,,,1,1,,,,,1,1,1,,,,,1,,,,Vanadium
ROX0004,TSX,Roxgold Inc.,ROXG," 492,976,862 "," 370,659,295 ", Mining ,,TSXV Grad,20170330,ON,Canada,,,,1,,,,,,,C,,," 194,084,702 "," 196,001,287 "," 62,906 ", 8 ,Burkina Faso,,,,,,,,,1,,,,,,,,,,,,,,,,,,
ROY0022,TSX,Royal Nickel Corporation,RNX," 230,774,687 "," 556,083,583 ", Mining ,,IPO,20101216,ON,Canada,,,OTCQX,,,,,,,,C,,," 426,600,959 "," 243,808,610 "," 79,983 ", 8 ,,Australia,"MB,Quebec",,,,,,,1,,1,1,,,,,,,,,,,,,,,Cobalt
RAT0002,TSX,RTG Mining Inc.,RTG," 35,920,567 "," 478,940,889 ", Mining ,,Other,20110104,Australia,Australia/NZ/PNG,ASX,,,,,,,,,,F,,," 1,079,100 "," 105,153 ", 145 , 8 ,,Papua New Guinea,,Philippines,,,,,,1,,1,,,,,,,,,,,,,,,1,
RUB0001,TSX,Rubicon Minerals Corporation,RMX," 90,272,807 "," 77,156,245 ", Mining ,,TSXV Grad,20030917,BC,Canada,,,OTCQX,1,,,,,,,C,,," 9,506,710 "," 8,860,684 "," 4,725 ", 8 ,,,ON,,,,,"NV,UT",,1,,,,,,,,,,,,,,,,,1,
SAB0004,TSX,Sabina Gold & Silver Corp.,SBB," 622,301,577 "," 292,160,365 ", Mining ,,TSXV Grad,20091105,BC,Canada,,,,1,,,,,,,C,,," 38,588,988 "," 57,223,926 "," 37,922 ", 8 ,,,"NU,NWT,ON",,,,,,,1,1,,,,,,,,1,,,,,,,,,
SAN0020,TSX,Sandstorm Gold Ltd.,SSL," 1,469,057,709 "," 177,636,966 ", Mining ,,TSXV Grad,20121123,BC,Canada,NYSE MKT,,,1,1,1,,,,,C,,," 90,707,623 "," 666,821,204 "," 320,248 ", 8 ,Burkina Faso,,"ON,NWT",,"Argentina,Brazil,Mexico",,Turkey,,,1,,,,,,,,,,,,,,,,,,Royalty Streaming
GOL0061,TSX,Scandium International Mining Corp.,SCY," 42,185,150 "," 312,482,595 ", Mining ,,Other,20080424,USA,USA,,,,,,,Sparks,NV,,,C,,," 11,735,700 "," 1,842,926 "," 2,245 ", 8 ,,Australia,,,,,Finland,,,,,,,,,,,,,1,,,,,,,,Scandium
SEA0011,TSX,Seabridge Gold Inc.,SEA," 1,321,126,618 "," 62,821,047 ", Mining ,,TSXV Grad,20080714,ON,Canada,NYSE,,,1,,,,,,,C,,," 11,551,824 "," 201,387,182 "," 91,239 ", 8 ,,,"BC,NWT",,,,,"NV,OR",,1,1,1,,,,,,,,,,,,,,,,
SEM0001,TSX,Semafo Inc.,SMF," 1,655,554,408 "," 334,455,436 ", Mining ,,,19961212,Quebec,Canada,Nasdaq Nordic,,,,,1,,,,,C,,," 163,791,950 "," 702,937,919 "," 522,201 ", 8 ,"Burkina Faso,Côte d'Ivoire",,,,,,,,,1,,,,,,,,,,,,,,,,,,
SER0009,TSX,Serabi Gold plc,SBI," 74,815,130 "," 58,909,551 ", Mining ,,IPO,20110329,UK,UK/Europe,AIM,,,,,,,,,,F,,," 491,069 "," 428,540 ", 676 , 8 ,,,,,Brazil,,,,,1,,,,,,,,,,,,,,,,,,
SHE0006,TSX,Sherritt International Corporation,S," 123,157,663 "," 397,282,785 ", Mining ,,,19960619,ON,Canada,,,,,,,,,,,C,,," 238,698,752 "," 69,468,592 "," 47,737 ", 8 ,Madagascar,,SK,,Cuba,,,,1,,,,1,,,,,,,,,,,,,,,
SIE0005,TSX,Sierra Metals Inc.,SMT," 268,772,795 "," 162,892,603 ", Mining ,,TSXV Grad,20130708,BC,Canada,NYSE MKT,Lima (BVL),,1,,,,,,,C,,," 3,658,922 "," 7,547,744 "," 8,901 ", 8 ,,,,,"Mexico,Peru",,,,,1,1,1,,,,,,1,1,,,,,,,1,,
SIL0014,TSX,Silver Bear Resources plc,SBR," 131,037,056 "," 671,984,902 ", Mining ,,IPO,20071218,ON,Canada,,,,,,,,,,,F,,," 8,571,331 "," 1,370,201 "," 1,749 ", 8 ,,,,,,Russia,,,,,1,,,,,,,,,,,,,,,,,
MET0019,TSX,"Silver Bull Resources, Inc.",SVB," 30,722,668 "," 236,328,214 ", Mining ,,Other,20100826,USA,USA,,,OTCQB,,,,Coeur d’Alene,ID,,,U,,," 31,164,474 "," 3,935,164 "," 5,155 ", 8 ,,,,,Mexico,,,,,,1,1,,,,,,1,1,,,,,,,,1,
SIL0011,TSX,Silvercorp Metals Inc.,SVM," 967,371,990 "," 170,012,652 ", Mining ,,TSXV Grad,20051024,China,Asia,NYSE MKT,,,1,,,,,Beijing,,C,,," 54,178,978 "," 206,851,531 "," 183,276 ", 8 ,,,,China,,,,,,,1,,,,,,,1,1,,,,,,,,,
V-01793,TSX,SilverCrest Metals Inc.,SIL," 750,714,360 "," 91,662,315 ", Mining ,,TSXV Grad,20190829,BC,Canada,NYSE MKT,,,1,,,,,,,C,,," 299,146 "," 2,490,934 "," 1,118 ", 1 ,,,,,Mexico,,,,,1,1,,,,,,,,,,,,,,,1,,
SOL0013,TSX,SolGold plc,SOLG," 793,918,044 "," 1,846,321,033 ", Mining ,,Other,20170714,Australia,Australia/NZ/PNG,LSE,,,,,,,,,,F,,," 2,471,356 "," 1,503,741 "," 1,316 ", 8 ,,"Australia,Solomon Islands",,,Ecuador,,,,,1,,1,,,,,,,,,,,,,,,,
SOL0007,TSX,Solitario Zinc Corp.,SLR," 22,093,719 "," 58,141,366 ", Mining ,,,19940718,USA,USA,NYSE MKT,,,,,,Wheat Ridge,CO,,,U,,," 1,521,949 "," 694,245 "," 1,373 ", 8 ,,,,,"Brazil,Peru",,,AK,,1,1,,,,,,,1,1,,,,,,,,,
POT0004,TSX,SOPerior Fertilizer Corp.,SOP," 8,622,754 "," 215,568,839 ", Mining ,Agriculture,IPO,20121205,ON,Canada,,,,,,,,,,,C,,," 46,638,716 "," 2,952,321 "," 2,993 ", 8 ,,,Quebec,,,,,UT,,,,,,,,,,,,,1,,,,,,,
SOU0021,TSX,SouthGobi Resources Ltd.,SGQ," 29,997,312 "," 272,702,835 ", Mining ,,TSXV Grad,20091203,BC,Canada,HKEx,,,1,,,,,,,C,,," 97,100 "," 12,965 ", 88 , 4 ,,,,"China,Mongolia",,,,,,,,,,,,,,,,,,,,1,,,,
SIL0006,TSX,SSR Mining Inc.,SSRM," 2,655,934,572 "," 121,441,910 ", Mining ,,TSXV Grad,20041104,BC,Canada,NasdaqGM,,,1,,1,,,,,C,,," 51,339,278 "," 922,412,349 "," 355,099 ", 8 ,,,"NWT,SK",,"Argentina,Mexico,Peru",,,NV,,1,1,,,,,,,1,1,,,,,,,1,,
RAT0001,TSX,St. Augustine Gold and Copper Limited,SAU," 18,168,958 "," 726,758,334 ", Mining ,,Other (S),20110121,Hong Kong,Asia,,,,,,,,,Hong Kong,,F,,," 15,261,652 "," 322,296 ", 927 , 8 ,,,,Philippines,,,,,,1,,1,,,,,,,,,,,,,,,,
SHO0001,TSX,Star Diamond Corporation,DIAM," 83,571,335 "," 407,665,051 ", Mining ,,TSXV Grad,20041126,SK,Canada,,,,1,,,,,,,C,,," 31,412,925 "," 7,245,806 "," 5,925 ", 8 ,,,"AB,SK",,,,,,,,,,,1,,,,,,,,,,,,,1,
STA0034,TSX,Starcore International Mines Ltd.,SAM," 4,468,217 "," 49,646,851 ", Mining ,,TSXV Grad,20070711,BC,Canada,,,,1,,,,,,,C,,," 4,428,810 "," 458,727 ", 813 , 8 ,,,"BC,NL",,Mexico,,,"NV,WA",,1,1,,,,1,,,,,,,,,,,,,
STE0019,TSX,Steppe Gold Ltd.,STGO," 39,081,618 "," 41,576,189 ", Mining ,,IPO,20180522,ON,Canada,,,,,,,,,,,C,,," 4,026,556 "," 3,193,289 "," 1,302 ", 8 ,,,,Mongolia,,,,,,1,1,,,,,,,,,,,,,,,1,,
STO0007,TSX,Stornoway Diamond Corporation,SWY," 23,405,820 "," 927,395,953 ", Mining ,,TSXV Grad,20041014,BC,Canada,,,,1,,,,,,,C,,," 313,372,076 "," 14,524,711 "," 15,925 ", 8 ,,,Quebec,,,,,,,,,,,1,,,,,,,,,,,,,,
SUL0004,TSX,Sulliden Mining Capital Inc.,SMC," 2,902,400 "," 41,462,851 ", Mining ,,Other,20140811,ON,Canada,,,,,,,,,,,C,,," 10,955,480 "," 943,835 ", 847 , 8 ,,,Quebec,,,,,,,1,,,,,,,,,,,,,,,,,,
BRA0017,TSX,Talon Metals Corp.,TLO," 96,394,118 "," 494,328,808 ", Mining ,,TSXV Grad,20050413,Brazil,Latin America,,,,1,,,,,,,F,,," 11,568,606 "," 1,755,676 "," 1,293 ", 8 ,,,,,Brazil,,,MN,,,,1,1,,,,1,,,,,,,,,,,Cobalt
TAN0001,TSX,Tanzanian Gold Corporation,TNX," 157,713,445 "," 148,786,269 ", Mining ,,Other,20011029,BC,Canada,NYSE MKT,,,,,,,,,,C,,," 6,656,441 "," 6,419,672 "," 9,289 ", 8 ,Tanzania,,,,,,,,,1,,,,,,,,,,,,,,,,1,,
TAS0002,TSX,Taseko Mines Limited,TKO," 140,330,705 "," 246,194,219 ", Mining ,,TSXV Grad,20060308,BC,Canada,NYSE MKT,,,1,,,,,,,C,,," 31,981,254 "," 23,787,216 "," 18,986 ", 8 ,,,BC,,,,,AZ,,1,,1,,,1,,,,,,,,,,,,,Niobium
TEC0009,TSX,Teck Resources Limited,TECK," 12,641,863,397 "," 557,650,686 ", Mining ,,,19520325,BC,Canada,NYSE,,,,,60,,,,,C,,," 249,256,829 "," 7,199,150,598 "," 1,324,737 ", 8 ,,,"AB,BC",,"Chile,Peru",,,"AK,WA",,,,1,,,,,,,1,,,,,1,,,,
TER0012,TSX,Teranga Gold Corporation,TGZ," 582,044,420 "," 107,586,769 ", Mining ,,IPO,20101207,ON,Canada,,,OTCQX,,,,,,,,C,,," 33,241,586 "," 141,315,806 "," 130,688 ", 8 ,"Burkina Faso,Côte d’Ivoire,Senegal",,,,,,,,,1,,,,,,,,,,,,,,,,,,
TIT0006,TSX,Titan Mining Corporation,TI," 38,839,180 "," 104,970,757 ", Mining ,,IPO,20171019,BC,Canada,,,,,,,,,,,C,,," 7,463,198 "," 4,172,421 "," 2,448 ", 8 ,,,,,,,,NY,,,,,,,,,,,1,,,,,,,,,
TMA0001,TSX,TMAC Resources Inc.,TMR," 617,260,508 "," 113,051,375 ", Mining ,,IPO,20150707,ON,Canada,,,,,,,,,,,C,,," 17,687,774 "," 98,079,846 "," 63,490 ", 8 ,,,NU,,,,,,,1,,,,,,,,,,,,,,,,,,
GLE0009,TSX,Torex Gold Resources Inc.,TXG," 1,823,112,538 "," 85,271,868 ", Mining ,,TSXV Grad,20100224,ON,Canada,,,,1,,1,,,,,C,,," 59,783,958 "," 908,825,495 "," 358,236 ", 8 ,,,,,Mexico,,,,,1,,,,,,,,,,,,,,,,,,
TRE0011,TSX,Treasury Metals Inc.,TML," 62,232,399 "," 159,570,255 ", Mining ,,Other,20080819,ON,Canada,,,OTCQX,,,,,,,,C,,," 15,990,300 "," 4,698,596 "," 3,521 ", 8 ,,,"BC,ON",,,,,,,1,,,,,,,,,1,,,,,,,,1,
TRE0012,TSX,Trevali Mining Corporation,TV," 150,614,436 "," 814,132,085 ", Mining ,,Other,20101007,BC,Canada,Lima (BVL),,OTCQX,,,,,,,,C,,," 290,987,230 "," 98,483,470 "," 52,219 ", 8 ,"Burkina Faso,Namibia",,NB,,Peru,,,,,,1,1,,,,,,1,1,,,,,,,1,,
NOV0021,TSX,Trilogy Metals Inc.,TMQ," 331,547,886 "," 138,722,965 ", Mining ,,Other,20120425,BC,Canada,NYSE MKT,,,,,,,,,,C,,," 4,734,573 "," 13,882,234 "," 17,627 ", 8 ,,,,,,,,AK,,1,1,1,,,,,,1,1,,,,,,,,,Cobalt
SOU0020,TSX,TriMetals Mining Inc.,TMI," 36,259,606 "," 364,092,797 ", Mining ,,IPO,20070216,BC,Canada,,,OTCQX,,,,,,,,C,,," 20,204,562 "," 1,374,999 "," 2,467 ", 8 ,,,,,"Bolivia,Chile",,,"NV, UT",,1,1,1,,,,,,,,,,,,,,1,,
TRO0007,TSX,Troilus Gold Corp.,TLG," 44,373,313 "," 62,060,578 ", Mining ,,TSXV Grad,20181017,ON,Canada,,,,1,,,,,,,C,,," 24,193,446 "," 17,862,458 "," 4,072 ", 8 ,,,Quebec,,,,,,,1,,1,,,,,,,,,,,,,,,,
IND0008,TSX,Turquoise Hill Resources Ltd.,TRQ," 1,167,142,392 "," 2,012,314,469 ", Mining ,,,19960626,BC,Canada,NYSE,,,,,1,,,,,C,,," 382,350,978 "," 707,517,840 "," 300,937 ", 8 ,,,,Mongolia,,,,,,1,1,1,,,,,,,,,,,,,,,,
U3O0001,TSX,U3O8 Corp.,UWE," 2,880,430 "," 23,043,436 ", Mining ,,TSXV Grad,20120827,ON,Canada,SSE,,OTCQB,1,,,,,,,C,,," 4,516,496 "," 717,846 "," 1,242 ", 8 ,,,,,"Argentina,Colombia,Guyana",,,,,,,,1,,,,,,,1,,,1,,,,,"Phosphate,Vanadium"
UEX0001,TSX,UEX Corporation,UEX," 55,300,943 "," 381,385,811 ", Mining ,,IPO,20020716,BC,Canada,,,,,,,,,,,C,,," 72,713,938 "," 11,837,632 "," 11,995 ", 8 ,,,SK,,,,,,,,,,1,,,,,,,,,,1,,,,,Cobalt
URE0001,TSX,Ur-Energy Inc.,URE," 126,358,624 "," 159,947,625 ", Mining ,,IPO,20051128,USA,USA,NYSE MKT,,,,,,Littleton,CO,,,C,,," 13,743,058 "," 13,350,105 "," 17,514 ", 8 ,,,,,,,,WY,,,,,,,,,,,,,,,1,,,,1,
VER0016,TSX,Verde Agritech Plc,NPK," 33,078,404 "," 45,942,228 ", Mining ,Agriculture,TSXV Grad,20120411,Brazil,Latin America,,,,1,,,,,,,F,,," 3,761,938 "," 2,531,527 "," 1,809 ", 8 ,,,,,Brazil,,,,,,,,,,,,,,,,1,,,,,,,"Limestone,Phosphate"
VIS0005,TSX,Vista Gold Corp.,VGZ," 129,693,428 "," 100,537,541 ", Mining ,,,19841019,USA,USA,NYSE MKT,,,,,,Littleton,CO,,,C,,," 1,671,553 "," 1,708,545 "," 3,489 ", 8 ,,Australia,,,,,,,,1,,,,,,,,,,,,,,,,,,
WAL0006,TSX,Wallbridge Mining Company Limited,WM," 199,693,016 "," 493,069,176 ", Mining ,,,20000724,ON,Canada,,,,,,,,,,,C,,," 199,053,515 "," 66,618,528 "," 27,972 ", 8 ,,,"BC,ON,Quebec",,Jamaica,,,,,1,,1,1,,,1,,,,,,,,,,,,
RIV0002,TSX,Wesdome Gold Mines Ltd.,WDO," 996,462,521 "," 137,064,996 ", Mining ,,Other,19890309,ON,Canada,,,,,,,,,,,C,,," 108,740,548 "," 577,175,256 "," 293,208 ", 8 ,,,"ON,Quebec",,,,,,,1,,,,,,,,,,,,,,,,,,
WES0062,TSX,Western Copper and Gold Corporation,WRN," 102,206,701 "," 107,586,001 ", Mining ,,Other,20060515,BC,Canada,NYSE MKT,,,,,,,,,,C,,," 8,062,563 "," 6,708,069 "," 5,690 ", 8 ,,,YT,,,,,,,1,,1,,,1,,,,,,,,,,,,,
WES0067,TSX,Western Resources Corp.,WRX," 50,456,039 "," 186,874,220 ", Mining ,Agriculture,TSXV Grad,20110712,BC,Canada,,,,1,,,,,,,C,,," 42,697,685 "," 7,358,980 "," 5,659 ", 8 ,,,SK,,,,,,,,,,,,,,,,,,1,,,,,,,
CHA0006,TSX,Wheaton Precious Metals Corp.,WPM," 17,476,016,532 "," 446,272,128 ", Mining ,,TSXV Grad,20041022,BC,Canada,NYSE,,,1,1,60,,,,,C,,," 179,332,602 "," 5,470,224,562 "," 916,782 ", 8 ,,,"MB,ON,YT",,"Argentina,Brazil,Chile,Guyana,Mexico,Peru",,"Greece,Portugal,Sweden",AZ,,1,1,1,1,,,,,,1,,,,,,,1,,Royalty Streaming
XAN0002,TSX,Xanadu Mines Ltd.,XAM," 32,402,207 "," 648,044,131 ", Mining ,,Other,20181018,Australia,Australia/NZ/PNG,ASX,,,,,,,,,,F,,," 1,204,052 "," 111,036 ", 206 , 8 ,,,,Mongolia,,,,,,1,,1,,,,,,,,,,,,,,,,
XTR0002,TSX,Xtra-Gold Resources Corp.,XTG," 21,901,356 "," 46,108,117 ", Mining ,,IPO,20101123,ON,Canada,,,OTCQB,,,,,,,,F,,," 2,686,245 "," 1,028,912 ", 967 , 8 ,Ghana,,,,,,,,,1,,,,,,,,,,,,,,,,,,
YAM0001,TSX,Yamana Gold Inc.,YRI," 4,571,521,638 "," 950,420,299 ", Mining ,,,19950209,ON,Canada,NYSE,,,,,1,,,,,C,,," 467,793,204 "," 1,651,269,015 "," 524,152 ", 8 ,,,"MB,ON,Quebec",,"Argentina, Brazil, Chile, Colombia",,,,,1,1,1,,,,,,,,,,,,,,1,,
YOR0001,TSX,Yorbeau Resources Inc.,YRB," 9,796,470 "," 326,549,013 ", Mining ,,,19870917,Quebec,Canada,,,,,,,,,,,C,,," 53,961,387 "," 1,582,914 "," 1,493 ", 8 ,,,Quebec,,,,,,,1,,1,,,,,,,1,,,,,,,1,1,
